,Ticker,Country,Company,Sector,Industry,portfolio,year,n,mcap_2019,pe_2019,dy_2019,pscore_2019,azscore_2019,fcfyield_2019,roic_2019,rg_2019,ndebitda_2019,gpm_2019,epsdg_2019,beta_2019,momentum12mo_2019,mcap_2019_cut,pe_2019_cut,dy_2019_cut,pscore_2019_cut,azscore_2019_cut,fcfyield_2019_cut,roic_2019_cut,rg_2019_cut,ndebitda_2019_cut,gpm_2019_cut,epsdg_2019_cut,beta_2019_cut,momentum12mo_2019_cut,mcap_2020,pe_2020,dy_2020,pscore_2020,azscore_2020,fcfyield_2020,roic_2020,rg_2020,ndebitda_2020,gpm_2020,epsdg_2020,beta_2020,momentum12mo_2020,mcap_2020_cut,pe_2020_cut,dy_2020_cut,pscore_2020_cut,azscore_2020_cut,fcfyield_2020_cut,roic_2020_cut,rg_2020_cut,ndebitda_2020_cut,gpm_2020_cut,epsdg_2020_cut,beta_2020_cut,momentum12mo_2020_cut,mcap_2021,pe_2021,dy_2021,pscore_2021,azscore_2021,fcfyield_2021,roic_2021,rg_2021,ndebitda_2021,gpm_2021,epsdg_2021,beta_2021,momentum12mo_2021,mcap_2021_cut,pe_2021_cut,dy_2021_cut,pscore_2021_cut,azscore_2021_cut,fcfyield_2021_cut,roic_2021_cut,rg_2021_cut,ndebitda_2021_cut,gpm_2021_cut,epsdg_2021_cut,beta_2021_cut,momentum12mo_2021_cut,mcap_2022,pe_2022,dy_2022,pscore_2022,azscore_2022,fcfyield_2022,roic_2022,rg_2022,ndebitda_2022,gpm_2022,epsdg_2022,beta_2022,momentum12mo_2022,mcap_2022_cut,pe_2022_cut,dy_2022_cut,pscore_2022_cut,azscore_2022_cut,fcfyield_2022_cut,roic_2022_cut,rg_2022_cut,ndebitda_2022_cut,gpm_2022_cut,epsdg_2022_cut,beta_2022_cut,momentum12mo_2022_cut,mcap_2023,pe_2023,dy_2023,pscore_2023,azscore_2023,fcfyield_2023,roic_2023,rg_2023,ndebitda_2023,gpm_2023,epsdg_2023,beta_2023,momentum12mo_2023,mcap_2023_cut,pe_2023_cut,dy_2023_cut,pscore_2023_cut,azscore_2023_cut,fcfyield_2023_cut,roic_2023_cut,rg_2023_cut,ndebitda_2023_cut,gpm_2023_cut,epsdg_2023_cut,beta_2023_cut,momentum12mo_2023_cut,mcap_2024,pe_2024,dy_2024,pscore_2024,azscore_2024,fcfyield_2024,roic_2024,rg_2024,ndebitda_2024,gpm_2024,epsdg_2024,beta_2024,momentum12mo_2024,mcap_2024_cut,pe_2024_cut,dy_2024_cut,pscore_2024_cut,azscore_2024_cut,fcfyield_2024_cut,roic_2024_cut,rg_2024_cut,ndebitda_2024_cut,gpm_2024_cut,epsdg_2024_cut,beta_2024_cut,momentum12mo_2024_cut
28,UAL,USA,United Airlines Holdings Inc,Industrials,Airlines,central,2019,20,21890367730.0,7.354486873,0.0,6.0,1.176188215,0.1075932015,0.08305328478,0.04735733482,2.582943925,0.2883330636,0.5038961039,1.0897561477964492,0.0505194739991465,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CVLT,USA,Commvault Systems Inc,Technology,Software - Application,central,2019,20,2072188800.0,844.4728279,0.0,5.0,2.144353499,0.03445767212,0.003378639065,0.01653433763,-10.33599092,0.8354246459,1.05459854,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,SBUX,USA,Starbucks Corp,Consumer Cyclical,Restaurants,central,2019,20,103024656000.0,30.00069571,0.01631157994,4.0,2.707044108,0.03000967674,0.2514829304,0.07237605939,1.35762427,0.2824781392,-0.0987654321,0.8134594217142908,0.383258994826106,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,MELI,USA,MercadoLibre Inc,Consumer Cyclical,Internet Retail,central,2019,20,28431110518.0,-161.9161778,0.0001021206163,4.0,3.419813321,0.01128285589,-0.04728989542,0.595046862,-11.49661972,0.47995309,-3.304878049,1.676733066647026,0.9936826478315326,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,AMSF,USA,Amerisafe Inc,Financial,Insurance - Specialty,central,2019,20,1272135036.0,13.71249833,0.06846201002,5.0,1.050459836,0.06121581263,0.0,-0.01954451718,-0.3762096532,0.4563490563,0.2938005391,0.6054947136772205,0.2493101344874662,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,FITB,USA,Fifth Third Bancorp,Financial,Banks - Regional,central,2019,20,21934711440.0,8.693766385,0.03448000938,8.0,0.5958743187,0.06960108135,0.06301108714,0.207253886,3.380783887,0.776360051,0.08823529412,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,INDY,USA,iShares India 50 ETF,Financial,Exchange Traded Fund,central,2019,20,666917811.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,OCFC,USA,OceanFirst Financial Corp,Financial,Banks - Regional,central,2019,20,1529233040.0,14.46518888,0.02672489902,7.0,1.133333609,0.07428118599,0.04619561816,0.1227934859,4.735420319,0.8421491987,0.1589403974,0.8219626465301447,0.1615141054560898,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,FORM,USA,FormFactor Inc,Technology,Semiconductor Equipment & Materials,central,2019,20,1973849850.0,49.49916586,0.0,6.0,19.06005812,0.05144860312,0.05083766421,0.112878652,-0.5153677109,0.4029016191,-0.6304347826,1.6410547498276076,0.8594748388364877,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,FAD,USA,First Trust Multi Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,central,2019,20,115307305.0,,,,,,,,,,,1.0809900089214937,0.2641862447654266,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,SBRA,USA,Sabra Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,central,2019,20,4383136342.0,57.89110907,0.08397936618,6.0,0.8992786148,0.09325268507,140.9206819,0.07182443629,4.61542723,0.8358089451,-0.7628205128,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,HBAN,USA,"Huntington Bancshares, Inc",Financial,Banks - Regional,central,2019,20,15351440000.0,11.10255648,0.0428324104,4.0,-0.492000939,0.09364403287,0.05293565935,0.07305502846,5.468459658,0.774535809,0.05833333333,,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,IPM,USA,Intelligent Protection Management Corp,Technology,Software - Application,peripheral,2019,20,,-1.558454092,0.0,2.0,-0.05075382463,-0.3718695068,-0.9478734394,-0.2482900186,2.48754735,0.7922970067,-1.178571429,0.5046429352843442,-0.768888897365994,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ZYXI,USA,Zynex Inc,Healthcare,Medical Distribution,peripheral,2019,20,259023664.0,26.89562724,0.008860397259,3.0,-4.993501962,0.02406252005,0.3614585486,0.4246953034,-0.7900202634,0.8061664321,-0.03846153846,0.6982266449273868,1.7074827232306693,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,RCAT,USA,Red Cat Holdings Inc,Industrials,Aerospace & Defense,peripheral,2019,20,19505527.0,-1.775579371,0.0,4.0,25.21802005,-1.295074036,-0.04134881883,111.6784566,-0.5841766748,-2.346773963,-1.109537693,2.1494353906468167,-0.3208333623078122,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,HFBL,USA,Home Federal Bancorp Inc (Louisiana),Financial,Banks - Regional,peripheral,2019,20,60148320.0,12.29923846,0.01801653915,8.0,-0.8403329928,0.03745588776,0.08994708995,0.03779207265,-2.061566596,0.7660999954,0.2886597938,-0.1460675473619029,0.2631586905138763,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,DXR,USA,Daxor Corp,Healthcare,Medical Instruments & Supplies,peripheral,2019,20,39354087.0,-79.39141653,0.0,4.0,148.2155385,0.07907849571,-0.03560058047,0.8747976208,-2.708408564,4.192978642,0.5,0.146393522001696,0.1804878695531675,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ALRS,USA,Alerus Financial Corp,Financial,Banks - Regional,peripheral,2019,20,390049500.0,11.39870007,0.02645837343,7.0,0.2521219134,0.04854810084,0.08359722776,0.08679327449,-1.60232041,0.8726501532,0.03804347826,0.0781254563106361,0.2278753713353278,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,INTZ,USA,Intrusion Inc,Technology,Software - Infrastructure,peripheral,2019,20,1507330000.0,333.387458,0.0004796533598,2.0,-9.882501422,0.002707287171,0.8635753976,0.3276566757,-0.3391516136,0.6084438906,0.9333333333,0.2359713033165047,0.4278216195423043,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,AMTX,USA,Aemetis Inc,Basic Materials,Specialty Chemicals,peripheral,2019,20,17140330.0,-0.4742823944,0.0,2.0,-5.140798535,-0.6264658812,-0.07563579471,0.1776523676,-38.4322887,0.06286200853,-0.0736196319,0.7229710426237728,0.3838549967251814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PRPH,USA,ProPhase Labs Inc,Healthcare,Diagnostics & Research,peripheral,2019,20,455351394.0,-14.48256834,0.1277814748,2.0,-3.728900149,-0.02346245218,-0.2856009422,-0.2476001828,0.1602658789,0.2647833131,-0.7333333333,-0.2309084425619128,-0.2111803790163583,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,BHRB,USA,Burke & Herbert Financial Services Corp,Financial,Banks - Regional,peripheral,2019,20,417683202.0,26.34468135,0.0335136827,7.0,0.4647297397,0.05346091933,0.03902428779,0.0,3.352206031,0.774431016,0.0,-0.0082432067929397,-0.2187858410665397,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,LDWY,USA,Lendway Inc,Communication Services,Advertising Agencies,peripheral,2019,20,8717665.11,-1.56314506,0.001605935538,2.0,0.413836881,-0.3107485266,-0.4731183289,-0.3522686244,2.96196319,0.2013656633,-4.987804878,0.883739842153692,-0.4874765216211387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,BVFL,USA,BV Financial Inc,Financial,Banks - Regional,peripheral,2019,20,122509500.0,44.89324707,0.0,6.0,0.3388814903,0.006160996568,0.03238521778,0.0,-4.875635197,0.8538011696,0.0,0.1090829586752304,0.18965522622994,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,BYRN,USA,Byrna Technologies Inc,Industrials,Aerospace & Defense,peripheral,2019,20,19885246.0,-3.287265978,0.0,5.0,15.94738559,-0.2771914491,-1.241164844,2.694321556,-1.25928379,0.1611898933,-1.47826087,-0.4429086223632771,0.2666666507720947,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,LINK,USA,Interlink Electronics,Technology,Electronic Components,peripheral,2019,20,13850040.0,-45.31420764,0.0,4.0,9.704067035,-0.01115478976,-0.02432094556,-0.1795822102,-107.5384615,0.4531143053,-1.492080253,0.5488719797233392,1.261905420293052,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,TOMZ,USA,TOMI Environmental Solutions Inc,Industrials,Pollution & Treatment Controls,peripheral,2019,20,13948309.0,-5.969321135,0.0,1.0,-9.123232131,-0.08076134286,-0.2977991745,0.1365444905,-4.431831041,0.6166406708,0.2380952381,0.8005516596122157,-0.08333331781129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,SCWO,USA,374Water Inc,Industrials,Pollution & Treatment Controls,peripheral,2019,20,28575095.0,-5.549468069,0.0,2.0,-4.885625721,-0.1005942272,6.617498877,-0.8737466727,-0.6013387314,1.0,0.191588785,0.5620517685838481,0.7999999523162842,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,SLNH,USA,Soluna Holdings Inc,Financial,Capital Markets,peripheral,2019,20,3778197.0,19.80638235,0.5535007909,3.0,-4.366491308,0.03220027194,0.05418410042,-0.1849417018,-4.091623037,0.664434637,-0.8359375,0.7225358026376502,0.0980006472857291,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,CZFS,USA,"Citizens Financial Services, Inc",Financial,Banks - Regional,peripheral,2019,20,216394768.0,10.9993843,0.02945731372,5.0,-0.638153215,0.09928257564,0.07669212578,0.0910641465,2.149262924,0.8050905267,0.0867768595,0.1126386499328012,0.1408929026031682,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,LIXT,USA,Lixte Biotechnology Holdings Inc,Healthcare,Biotechnology,peripheral,2019,20,45573600.0,-18.67507969,0.0,2.0,0.8159416048,-0.03673503958,-1.022977772,0.0,1.064958491,0.0,-0.009174311927,0.514360729744456,-0.2688172079765457,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,ISBA,USA,Isabella Bank Corp,Financial,Banks - Regional,peripheral,2019,20,191864754.0,14.76444257,0.04306989211,9.0,-0.4398705152,0.1142428628,0.02678837717,0.05266206098,12.17720875,0.7656344154,-0.07471264368,0.0437556599659401,0.1268264682916891,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,FEX,USA,First Trust Large Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,central,2019,30,781842670.0,,,,,,,,,,,1.026377277999337,0.2653747882906991,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,FNX,USA,First Trust Mid Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,central,2019,30,744181180.0,,,,,,,,,,,1.1356007352883537,0.2672268351819686,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,EVRG,USA,Evergy Inc,Utilities,Utilities - Regulated Electric,central,2019,30,14781939000.0,23.27071951,0.02966825122,5.0,0.8389665418,0.01454225416,0.04184710323,0.2039102882,4.818971795,0.3013520339,0.116,0.1245072319394156,0.168158311838521,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,ACWI,USA,iShares MSCI ACWI ETF,Financial,Exchange Traded Fund,central,2019,30,12842419625.0,,,,,,,,,,,0.9214235579571588,0.2630220061090751,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,ERIC,Sweden,Telefonaktiebolaget L M Ericsson ADR,Technology,Communication Equipment,central,2019,30,29088139999.0,127.4246997,0.01570966514,7.0,1.491933158,0.04149822803,0.02624460602,0.0003360780333,0.1361332633,0.374669916,1.313639024,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,HBNC,USA,Horizon Bancorp Inc (IN),Financial,Banks - Regional,central,2019,30,848511728.0,12.41947459,0.02521276866,4.0,-0.7871514835,0.2054293068,0.05044319171,0.2497786244,5.570999341,0.7960223598,0.1086956522,,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,POWI,USA,Power Integrations Inc,Technology,Semiconductors,central,2019,30,2928229840.0,14.9641886,0.007083022767,6.0,17.50154135,0.06886103267,0.2505610949,0.01133295669,-2.466186375,0.5072919564,1.793103448,1.7991531761636013,0.6362211589206019,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,TBBK,USA,Bancorp Inc,Financial,Banks - Regional,central,2019,30,742154346.0,14.27985454,0.0,6.0,-0.2848224943,0.08810534154,0.08474988139,-0.05984656427,-11.45224585,0.8495537477,-0.4193548387,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,UAL,USA,United Airlines Holdings Inc,Industrials,Airlines,central,2019,30,21890367730.0,7.354486873,0.0,6.0,1.176188215,0.1075932015,0.08305328478,0.04735733482,2.582943925,0.2883330636,0.5038961039,1.0897561477964492,0.0505194739991465,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
